identifier	name	link
VT0004944	B cell negative selection trait	http://purl.obolibrary.org/obo/OBA_VT0004944
VT0100033	mammary gland circumference	http://purl.obolibrary.org/obo/OBA_VT0100033
VT0000138	vertebra quantity	http://purl.obolibrary.org/obo/OBA_VT0000138
VT0002991	sebaceous gland physiology trait	http://purl.obolibrary.org/obo/OBA_VT0002991
VT2000001	capillary blood pressure trait	http://purl.obolibrary.org/obo/OBA_VT2000001
VT0000149	scapula morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000149
VT0004213	umami taste sensitivity trait	http://purl.obolibrary.org/obo/OBA_VT0004213
VT0009920	transitional stage T2 B cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0009920
VT0005193	anterior eye segment morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005193
VT0003398	skeletal muscle size trait	http://purl.obolibrary.org/obo/OBA_VT0003398
VT0002255	glottis morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002255
VT0002416	proerythroblast morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002416
VT0010077	sphenofrontal suture morphology trait	http://purl.obolibrary.org/obo/OBA_VT0010077
VT0004370	ulna length	http://purl.obolibrary.org/obo/OBA_VT0004370
VT0000870	cerebellum vermis lobule VIII morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000870
VT0003140	heart atrium size trait	http://purl.obolibrary.org/obo/OBA_VT0003140
VT0015053	opercular flap morphology	http://purl.obolibrary.org/obo/OBA_VT0015053
VT0004079	putamen morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004079
VT0005169	male meiosis trait	http://purl.obolibrary.org/obo/OBA_VT0005169
VT0000119	tooth eruption trait	http://purl.obolibrary.org/obo/OBA_VT0000119
VT0005218	pancreatic delta cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005218
VT0006007	basal ganglion morphology trait	http://purl.obolibrary.org/obo/OBA_VT0006007
VT0003993	ventral spinal root morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003993
VT0008398	CD8-positive, alpha-beta regulatory T cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0008398
VT1000280	humerus width	http://purl.obolibrary.org/obo/OBA_VT1000280
VT0008473	spleen follicular dendritic cell network morphology trait	http://purl.obolibrary.org/obo/OBA_VT0008473
VT0003154	soft palate morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003154
VT0001168	prostate epithelium morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001168
VT0005235	olfactory lobe morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005235
VT0006064	superior vena cava morphology trait	http://purl.obolibrary.org/obo/OBA_VT0006064
VT0003699	female reproductive system physiology trait	http://purl.obolibrary.org/obo/OBA_VT0003699
VT0001139	vagina morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001139
VT0015035	auditory cortex morphology trait	http://purl.obolibrary.org/obo/OBA_VT0015035
VT0004345	acromion morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004345
VT0015074	organ system trait	http://purl.obolibrary.org/obo/OBA_VT0015074
VT0002786	Leydig cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002786
VT0000044	pulmonary valve morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000044
VT0000807	hippocampus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000807
VT0002354	spleen trabecular artery morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002354
VT0004183	sympathetic nervous system physiology trait	http://purl.obolibrary.org/obo/OBA_VT0004183
VT0000646	adrenocortical cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000646
VT0002182	astrocyte morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002182
VT0001237	epidermis stratum spinosum cell size trait	http://purl.obolibrary.org/obo/OBA_VT0001237
VT0001321	pupil size trait	http://purl.obolibrary.org/obo/OBA_VT0001321
VT0003745	mouth mucosa morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003745
VT0002344	lymph node B cell domain morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002344
VT0005083	biliary tract morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005083
VT0003240	hippocampus neuron quantity	http://purl.obolibrary.org/obo/OBA_VT0003240
VT0005240	amacrine cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005240
VT0008115	dendritic cell development trait	http://purl.obolibrary.org/obo/OBA_VT0008115
VT0004096	midbrain-hindbrain boundary development trait	http://purl.obolibrary.org/obo/OBA_VT0004096
VT0005239	Bruch membrane morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005239
VT0003938	ear development trait	http://purl.obolibrary.org/obo/OBA_VT0003938
VT0000141	vertebral body morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000141
VT0001023	L5 ganglion size trait	http://purl.obolibrary.org/obo/OBA_VT0001023
VT0005380	embryonic development trait	http://purl.obolibrary.org/obo/OBA_VT0005380
VT0005197	uvea morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005197
VT0000012	left atrium size trait	http://purl.obolibrary.org/obo/OBA_VT0000012
VT0100007	growth trait	http://purl.obolibrary.org/obo/OBA_VT0100007
VT1000703	udder height, floor to tarsal joint	http://purl.obolibrary.org/obo/OBA_VT1000703
VT0002234	pharynx morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002234
VT0000190	blood vessel permeability trait	http://purl.obolibrary.org/obo/OBA_VT0000190
VT0008747	T cell anergy trait	http://purl.obolibrary.org/obo/OBA_VT0008747
VT0004093	Z line configuration trait	http://purl.obolibrary.org/obo/OBA_VT0004093
VT0004002	jejunum morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004002
VT0005500	gustatory system morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005500
VT0100012	kidney blood vessel physiology trait	http://purl.obolibrary.org/obo/OBA_VT0100012
VT0004313	vestibulocochlear ganglion size	http://purl.obolibrary.org/obo/OBA_VT0004313
VT0006245	lens orientation trait	http://purl.obolibrary.org/obo/OBA_VT0006245
VT0000937	motor neuron morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000937
VT0001250	dermis stratum papillare morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001250
VT0005503	tendon morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005503
VT0008749	peripheral T cell anergy trait	http://purl.obolibrary.org/obo/OBA_VT0008749
VT0008610	blood interleukin-15 amount	http://purl.obolibrary.org/obo/OBA_VT0008610
VT0002265	left major bronchus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002265
VT0003166	superior semicircular canal size trait	http://purl.obolibrary.org/obo/OBA_VT0003166
VT0003151	tunnel of Corti morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003151
VT0001418	tectorial membrane size trait	http://purl.obolibrary.org/obo/OBA_VT0001418
VT0006175	choroid size trait	http://purl.obolibrary.org/obo/OBA_VT0006175
VT1000740	rump width	http://purl.obolibrary.org/obo/OBA_VT1000740
VT0000613	salivary gland morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000613
VT0010241	reticulo-rumen capacity	http://purl.obolibrary.org/obo/OBA_VT0010241
VT0010302	blood uric acid amount	http://purl.obolibrary.org/obo/OBA_VT0010302
VT0004113	aortic arch morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004113
VT0004221	iridocorneal angle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004221
VT0000655	sex gland size trait	http://purl.obolibrary.org/obo/OBA_VT0000655
VT0010199	stomach capacity	http://purl.obolibrary.org/obo/OBA_VT0010199
VT0001984	olfaction trait	http://purl.obolibrary.org/obo/OBA_VT0001984
VT0003576	oviduct size trait	http://purl.obolibrary.org/obo/OBA_VT0003576
VT0005629	lung mass	http://purl.obolibrary.org/obo/OBA_VT0005629
VT0010384	oviduct length	http://purl.obolibrary.org/obo/OBA_VT0010384
VT0003311	urine amino acid amount	http://purl.obolibrary.org/obo/OBA_VT0003311
VT0000971	thermoreceptor morphology	http://purl.obolibrary.org/obo/OBA_VT0000971
VT0003164	posterior semicircular canal size trait	http://purl.obolibrary.org/obo/OBA_VT0003164
VT0000430	palatine process morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000430
VT0001059	optic nerve size trait	http://purl.obolibrary.org/obo/OBA_VT0001059
VT0010013	humerus mass	http://purl.obolibrary.org/obo/OBA_VT0010013
VT0002252	oropharynx morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002252
VT0002393	bronchus-associated lymphoid tissue morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002393
VT0000573	hind paw size trait	http://purl.obolibrary.org/obo/OBA_VT0000573
VT0001664	digestion trait	http://purl.obolibrary.org/obo/OBA_VT0001664
VT0003994	dorsal spinal root morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003994
VT0010192	CD4-negative, CD8-negative, alpha-beta intraepithelial T cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0010192
VT0000488	intestinal epithelium morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000488
VT0003383	gluconeogenesis trait	http://purl.obolibrary.org/obo/OBA_VT0003383
VT0005096	erythroblast quantity	http://purl.obolibrary.org/obo/OBA_VT0005096
VT0000068	blood mineral amount	http://purl.obolibrary.org/obo/OBA_VT0000068
VT0000780	corpus callosum morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000780
VT0004195	calyx morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004195
VT0010116	pectoralis muscle size trait	http://purl.obolibrary.org/obo/OBA_VT0010116
VT0004032	interventricular groove morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004032
VT0000801	temporal lobe morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000801
VT0003864	midbrain development trait	http://purl.obolibrary.org/obo/OBA_VT0003864
VT0000413	phalanx quantity	http://purl.obolibrary.org/obo/OBA_VT0000413
VT0004272	basement membrane morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004272
VT0001562	blood calcium amount	http://purl.obolibrary.org/obo/OBA_VT0001562
VT0005329	heart muscle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005329
VT0000272	aorta morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000272
VT0000084	fontanelle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000084
VT0008761	immunoglobulin light chain V-J recombination trait	http://purl.obolibrary.org/obo/OBA_VT0008761
VT1000704	mammary gland length	http://purl.obolibrary.org/obo/OBA_VT1000704
VT0003841	lambdoid suture morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003841
VT0010454	organism trait	http://purl.obolibrary.org/obo/OBA_VT0010454
VT0006083	blood vessel elastic tissue morphology trait	http://purl.obolibrary.org/obo/OBA_VT0006083
VT0010010	femur strength trait	http://purl.obolibrary.org/obo/OBA_VT0010010
VT0004323	sternum size trait	http://purl.obolibrary.org/obo/OBA_VT0004323
VT0015044	beak morphology trait	http://purl.obolibrary.org/obo/OBA_VT0015044
VT0004256	placenta maternal decidual layer morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004256
VT0004448	presphenoid bone morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004448
VT0000835	subthalamic nucleus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000835
VT0010429	renal fat pad mass	http://purl.obolibrary.org/obo/OBA_VT0010429
VT0003072	metatarsus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003072
VT0004943	B cell positive selection trait	http://purl.obolibrary.org/obo/OBA_VT0004943
VT0002121	metabolism trait	http://purl.obolibrary.org/obo/OBA_VT0002121
VT0002896	bone mineralization trait	http://purl.obolibrary.org/obo/OBA_VT0002896
VT0006009	neuronal migration trait	http://purl.obolibrary.org/obo/OBA_VT0006009
VT0003565	glucagon secretion trait	http://purl.obolibrary.org/obo/OBA_VT0003565
VT0003594	urethra size trait	http://purl.obolibrary.org/obo/OBA_VT0003594
VT0008357	CD4-positive, gamma-delta intraepithelial T cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0008357
VT0001790	immune system physiology trait	http://purl.obolibrary.org/obo/OBA_VT0001790
VT0010274	ear orientation trait	http://purl.obolibrary.org/obo/OBA_VT0010274
VT0010674	tarsometatarsus circumference	http://purl.obolibrary.org/obo/OBA_VT0010674
VT0003840	coronal suture morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003840
VT3000002	platelet aggregation trait	http://purl.obolibrary.org/obo/OBA_VT3000002
VT0010203	proventriculus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0010203
VT0000098	vomer bone morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000098
VT0015072	fin morphology trait	http://purl.obolibrary.org/obo/OBA_VT0015072
VT0005346	blood aldosterone amount	http://purl.obolibrary.org/obo/OBA_VT0005346
VT0000379	hair follicle quantity	http://purl.obolibrary.org/obo/OBA_VT0000379
VT0004005	intestinal smooth muscle contractility trait	http://purl.obolibrary.org/obo/OBA_VT0004005
VT0001614	blood vessel morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001614
VT0005206	aqueous humor morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005206
VT0002348	lymph node medulla morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002348
VT0007032	right ventricle capacity	http://purl.obolibrary.org/obo/OBA_VT0007032
VT0000715	thymocyte quantity	http://purl.obolibrary.org/obo/OBA_VT0000715
VT0100003	organism subdivision trait	http://purl.obolibrary.org/obo/OBA_VT0100003
VT0005110	talus size trait	http://purl.obolibrary.org/obo/OBA_VT0005110
VT0006026	terminal bronchiole tube size trait	http://purl.obolibrary.org/obo/OBA_VT0006026
VT0002208	germ cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002208
VT0000223	monocyte quantity	http://purl.obolibrary.org/obo/OBA_VT0000223
VT0004355	radius length	http://purl.obolibrary.org/obo/OBA_VT0004355
VT0001340	eyelid morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001340
VT0001649	symphysis menti morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001649
VT0010420	adrenal gland mass	http://purl.obolibrary.org/obo/OBA_VT0010420
VT0000140	pedicle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000140
VT0002191	artery morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002191
VT0000666	prostate duct quantity	http://purl.obolibrary.org/obo/OBA_VT0000666
VT0002199	brain commissure morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002199
VT0000010	abdominal fat pad morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000010
VT0008707	interleukin-7 secretion trait	http://purl.obolibrary.org/obo/OBA_VT0008707
VT0010106	limb muscle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0010106
VT0010078	sphenoparietal suture morphology trait	http://purl.obolibrary.org/obo/OBA_VT0010078
VT0003501	iodide oxidation trait	http://purl.obolibrary.org/obo/OBA_VT0003501
VT0010322	milk omega-3 fatty acid amount	http://purl.obolibrary.org/obo/OBA_VT0010322
VT0010224	ileum length	http://purl.obolibrary.org/obo/OBA_VT0010224
VT0008037	T cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0008037
VT0003232	forebrain development trait	http://purl.obolibrary.org/obo/OBA_VT0003232
VT0004371	femur curvature trait	http://purl.obolibrary.org/obo/OBA_VT0004371
VT0003952	copper amount	http://purl.obolibrary.org/obo/OBA_VT0003952
VT0000795	postcentral gyrus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000795
VT0003366	blood glucocorticoid amount	http://purl.obolibrary.org/obo/OBA_VT0003366
VT0001305	lens size trait	http://purl.obolibrary.org/obo/OBA_VT0001305
VT0005645	hypothalamus physiology trait	http://purl.obolibrary.org/obo/OBA_VT0005645
VT0010097	osteocyte morphology trait	http://purl.obolibrary.org/obo/OBA_VT0010097
VT0002679	corpus luteum morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002679
VT0002278	respiratory muscle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002278
VT0001680	mesoderm development trait	http://purl.obolibrary.org/obo/OBA_VT0001680
VT0003588	ureter width	http://purl.obolibrary.org/obo/OBA_VT0003588
VT0003112	parathyroid gland size trait	http://purl.obolibrary.org/obo/OBA_VT0003112
VT0015046	hippocampus neuron morphology trait	http://purl.obolibrary.org/obo/OBA_VT0015046
VT0000825	lateral ventricle size trait	http://purl.obolibrary.org/obo/OBA_VT0000825
VT0004102	dorsal striatum morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004102
VT0010684	peritoneum morphology	http://purl.obolibrary.org/obo/OBA_VT0010684
VT0003231	placenta vascular morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003231
VT0015076	subarcuate fossa morphology trait	http://purl.obolibrary.org/obo/OBA_VT0015076
VT0005028	trophectoderm morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005028
VT0003243	dopaminergic neuron morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003243
VT0002237	nasal cavity morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002237
VT0002352	popliteal lymph node morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002352
VT0005189	perineum length	http://purl.obolibrary.org/obo/OBA_VT0005189
VT0002361	spleen central arteriole morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002361
VT0004267	optic tract morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004267
VT0100035	udder size trait	http://purl.obolibrary.org/obo/OBA_VT0100035
VT0000002	head size trait	http://purl.obolibrary.org/obo/OBA_VT0000002
VT0005490	Clara cell quantity	http://purl.obolibrary.org/obo/OBA_VT0005490
VT0000969	nociceptor morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000969
VT1000711	abdominal fat pad mass	http://purl.obolibrary.org/obo/OBA_VT1000711
VT0008174	follicular B cell quantity	http://purl.obolibrary.org/obo/OBA_VT0008174
VT0004303	Hensen cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004303
VT0015097	equilibrioception system physiology trait	http://purl.obolibrary.org/obo/OBA_VT0015097
VT0006195	eyeball orientation trait	http://purl.obolibrary.org/obo/OBA_VT0006195
VT0003945	lymphocyte physiology trait	http://purl.obolibrary.org/obo/OBA_VT0003945
VT0001140	vaginal epithelium morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001140
VT0008397	CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0008397
VT0004322	sternebra morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004322
VT0000623	salivation trait	http://purl.obolibrary.org/obo/OBA_VT0000623
